X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-78.877864647,43.933663558,4573,172384393,6702990,Pharmacy,RP,Taunton Pharmacy, , , ,30 Taunton Road East, , ,Oshawa,L1G3T7,20220428135925,20220426154020
-79.916977919,43.2588478910001,4574,172380027,3771,Mental Health and Addiction Organization,Mental Health Services,Hamilton Health Sciences Corporation, , , ,1200 Main Street West, ,Administration and Practice Location,Hamilton,L8N3Z5,20220428140101,20220426152820
-79.7574677649999,43.217084791,4575,172386267,8826951,Pharmacy,RP,Shoppers Drug Mart #1050, , , ,1 King Street East, , ,Hamilton,L8G1J7,20220428140018,20220426154605
-79.1273370649999,43.2180499200001,4576,172386466,9808452,Pharmacy,RP,Simpson's Pharmacy, , , ,Niagara Stone Road,Niagara Medical Dental Centre 1882, ,Niagara-on-the-Lake,L0S1T0,20220428135959,20220426154632
-80.5401027349999,43.472979099,4577,172382205,3278474,Pharmacy,RP,Student Health Pharmacy, , , ,200 University Avenue West, , ,Waterloo,N2L3G1,20220428140030,20220426153352
-79.566972935,43.5695570620001,4578,172385833,8368072,Pharmacy,RP,Cyril Pharmacy, , , ,645 Lakeshore Road East, , ,Mississauga,L5G1J5,20220428140035,20220426154452
-79.684624663,43.4573970370001,4579,172386227,8787976,Pharmacy,RP,Medcare Pharmacy, , , ,581 Argus Road, , ,Oakville,L6J3J4,20220428135913,20220426154559
-75.8958401949999,45.312418828,4580,172378108,2645846,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,150 Katimavik Road, ,Practice Location,Ottawa,K2L2N2,20220428140058,20220426152339
-79.408607892,43.6515970840001,4581,172386440,9673098,Pharmacy,RP,Hilary's Pharmacy, , , ,811 Dundas Street West, , ,Toronto,M6J1V4,20220428135914,20220426154628
-82.8144494269999,42.168397758,4582,172384682,7036110,Pharmacy,RP,Brady's Drug Store, , , ,186 Talbot Street South, , ,Essex,N8M1B6,20220428135957,20220426154116
-75.6835995339999,45.4293798570001,4583,172380467,2102,Mental Health and Addiction Organization,Addiction Services,"Sandy Hill Community Health Centre, Inc.", , , ,221 Nelson Street, ,Administration and Practice Location,Ottawa,K1N1C7,20220428140027,20220426152920
-79.446318159,46.3193413320001,4584,172388025,4470,Community Support Service,Site,East Nipissing District Home for the Aged, ,NORTH BAY East Home For The Aged, ,400 Olive Street, , ,North Bay,P1B6J4,20220428140038,20220428113131
-79.4212446289999,44.0200344470001,4585,172386020,8558795,Pharmacy,RP,Meadow's Arbor Pharmacy, , , ,555 William Graham Drive,Unit 29, ,Aurora,L4G7C4,20220428140110,20220426154522
-86.535124422,49.7797970330001,4586,172379917,2374,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Dilico Anishinabek Family Care, , , ,118 Forestry Road, ,Practice Location,Longlac,P0T2A0,20220428140007,20220426152805
-75.656354426,45.437727959,4587,172380239,14390,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Montfort Renaissance Inc., , , ,338 Montreal Road, ,Practice Location,Ottawa,K1L6B3,20220428135950,20220426152849
-79.2360661449999,43.7397922070001,4588,172382661,4172870,Pharmacy,RP,Noble Ida Pharmacy, , , ,2934 Eglinton Avenue East, , ,Toronto,M1J2E4,20220428135954,20220426153453
-80.56408464,43.4387750920001,4589,172378786,7641842,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",True North Imaging, ,Clearview Diagnostic Imaging Inc., ,430 The Boardwalk,Suite 108,Practice Location,Waterloo,N2T0C1,20220428140042,20220426152537
-80.3914381819999,43.4073555950001,4590,172383494,5465793,Pharmacy,RP,Costco Pharmacy #512, , , ,4438 King Street East, , ,Kitchener,N2P2G4,20220428140107,20220426153745
-80.3840018609999,43.1989282580001,4591,172387024,S0222,Retirement Home, ,Penmarvian Retirement Home, , , ,185 Grand River Street North, , ,Brant,N3L2N2,20220428140037,20220426154746
-75.615755808,45.3889039530001,4592,172380732,9000000050,Midwifery Clinic,Main,Community Midwives of Ottawa, , , ,2260 Walkley Road,Unit 101,Practice Location,Ottawa,K1G6A8,20220428135921,20220426153024
-78.797322986,44.6589534870001,4593,172384991,7400270,Pharmacy,RP,Coby Pharmacy, , , ,6662 Ontario 35, , ,Kawartha Lakes,K0M1K0,20220428135942,20220426154214
-86.9484902469999,49.7240365980001,4594,172384038,6210833,Pharmacy,RP,Rexall #6928, , , ,305 Main Street, , ,Geraldton,P0T1M0,20220428135925,20220426153918
-81.161825074,48.4953363810001,4595,172379643,18588,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Cochrane Timiskaming Branch, , , ,520 Queen Street, ,Practice Location,Timmins,P0N1C0,20220428140100,20220426152729
-75.474540269,45.481956075,4596,172385930,8472397,Pharmacy,RP,Crown Pointe Pharmacy, , , ,900 Watters Road,Unit 13, ,Ottawa,K4A0B4,20220428140017,20220426154506
-81.231488306,42.9567852750001,4597,172386102,8650319,Pharmacy,RP,Shoppers Drug Mart #1146, , , ,645 Commissioners Road,Unit 106, ,London,N6C2T9,20220428135959,20220426154542
-75.8305826759999,45.350920037,4598,172381934,2625252,Pharmacy,AS,"Armstrong, Jennifer Dr", , , ,3364 Carling Avenue, , ,Ottawa,K2H5A8,20220428140029,20220426153315
-79.4161209009999,43.7225249960001,4599,172385426,7908197,Pharmacy,RP,Shoppers Drug Mart #803, , , ,1500 Avenue Road, , ,Toronto,M5M3X2,20220428140034,20220426154341
-80.50164402,43.4378145950001,4600,172385861,8391956,Pharmacy,RP,Medication Centre Pharmacy Inc, , , ,911 Queens Boulevard, , ,Kitchener,N2M1B2,20220428135913,20220426154455
-79.412241594,43.666994586,4601,172384607,6951337,Pharmacy,RP,Thu Pharmacy, , , ,868 Bathurst Street, , ,Toronto,M5R3G3,20220428140015,20220426154056
-79.5107710309999,43.722430091,4602,172377695,9000000039,Community Health Centre,Site,Black Creek Community Health Centre, , , ,2202 Jane Street,Suite 5, ,Toronto,M3M1A4,20220428140057,20220426152237
-79.453654892,44.5946681450001,4603,172384349,6631754,Pharmacy,RP,Costo Pharmacy # 1265, , , ,625 University Avenue, , ,Orillia,L3V0Y7,20220428135956,20220426154017
-94.488081795,49.7684047390001,4604,172380126,2342,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Lake of the Woods District Hospital, , , ,6 Matheson Street South, ,Practice Location,Kenora,P9N1T5,20220428140026,20220426152834
-80.3079920069999,42.847235799,4605,172383200,5038791,Pharmacy,RP,Shoppers Drug Mart #1159, , , ,470 Norfolk Street, , ,Simcoe,N3Y3P7,20220428135924,20220426153632
-79.473025214,43.669640884,4606,172383621,5643716,Pharmacy,RP,Metro Pharmacy #577, , , ,2155 St Clair Avenue West, , ,Toronto,M6N1K5,20220428140032,20220426153805
-79.2324100559999,43.8844932330001,4607,172377887,82,Family Health Team - Contract,Site,Markham Family Health Team, , , ,377 Church Stree,Suite 101, ,Markham,L6B1A1,20220428135903,20220426161020
-79.230209644,43.758848711,4608,172382963,4641418,Pharmacy,LTCF,Rockcliffe Care Community, , , ,Lawrence Avenue East,Centre- Rockcliffe 3015, ,Toronto,M1P2V7,20220428140012,20220426153533
-76.095208418,44.8038823320001,4609,172386949,N0544,Retirement Home, ,Lombard Manor Retirement Home, , , ,844 Highway 15, , ,Lombardy,K0G1L0,20220428140054,20220426154736
-79.4461661029999,43.6397908800001,4610,172387791,4156,Community Support Service,Site,Parkdale Golden Age Foundation, ,TORONTO Parkdale Golden Age, ,27 Roncesvalles Avenue, , ,Toronto,M6R2K4,20220428135945,20220428113059
-79.7096818969999,43.755717788,4611,172385540,8042959,Pharmacy,RP,Pillway, , , ,8 Automatic Road,Unit 9B, ,Brampton,L6S5N4,20220428140052,20220426154356
-81.626541429,42.9532737550001,4612,172379743,16890,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Thames Valley Addictions and Mental Health Services, , , ,21 Richmond Street, ,Practice Location,Strathroy,N7G2Z1,20220428140026,20220426152742
-79.653368259,43.5307486510001,4613,172379793,30591,Mental Health and Addiction Organization,Addiction Services,Centre for Addiction and Mental Health (CAMH), , , ,2225 Erin Mills Parkway, ,Practice Location,Mississauga,L5K1T9,20220428135905,20220426152749
-76.4827232969999,44.2313737150001,4614,172381185,860358,Pharmacy,RP,Quarry Medical Pharmacy, , , ,100 Princess Street, , ,Kingston,K7L1A7,20220428140009,20220426153134
-75.675051528,45.3879828500001,4615,172377659,9000000113,AIDS Bureau,"AT site, HIV POC Testing",South-East Ottawa Community Health Centre, , , ,1355 Bank Street,Suite 600,Practice Location,Ottawa,K1H8K7,20220428135932,20220426161810
-79.606187952,43.62393137,4616,172384423,6729677,Pharmacy,RP,St Mary's Dixie Pharmacy, , , ,4120 Dixie Road,Unit 11, ,Mississauga,L4W4V8,20220428135911,20220426154023
-79.072714538,43.1049730020001,4617,172380266,18629,Mental Health and Addiction Organization,Mental Health Services,Niagara Falls Community Health Centre, , , ,4790 Victoria Avenue, ,Administration and Practice Location,Niagara Falls,L2E4C2,20220428140044,20220426152853
-79.368041994,44.910593003,4618,172386855,N0113,Retirement Home, ,Granite Ridge Retirement Residence, , , ,1097 Bethune Drive, , ,Gravenhurst,P1P0A8,20220428140112,20220426154724
-79.102543247,43.1046956010001,4619,172381051,499151,Pharmacy,RP,Niagara Falls Centre Pharmacy, , , ,6453 Morrison Street, , ,Niagara Falls,L2E7H1,20220428135952,20220426153116
-82.402641274,42.9796533210001,4620,172379687,13681,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Lambton Kent Branch, , , ,109 Durand Street,Lower Level,Practice Location,Sarnia,N7T5A1,20220428140043,20220426152735
-79.587661543,43.578441362,4621,172385018,7439630,Pharmacy,RP,South Service Pharmacy, , , ,488 South Service Road, , ,Mississauga,L5G2S5,20220428140109,20220426154216
-78.541005792,44.5400074780001,4622,172388251,958,Long-Term Care Home,For-Profit,Case Manor Care Community, , , ,28 Boyd Street,Postal Office Box 670, ,Kawartha Lakes,K0M1A0,20220428140002,20220426155032
-80.470162748,48.539243825,4623,172380525,2137,Mental Health and Addiction Organization,Addiction Services,South Cochrane Addictions Services Inc., , , ,507 8th Avenue,Bingham Memorial Hospital,Practice Location,Matheson,P0K1N0,20220428135935,20220426152932
-79.220883246,43.8092865200001,4624,172378460,6410566,Independent Health Facility,"Fluorscpy, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Metro Radiology (Markham), ,2456462 Ontario Limited, ,1371 Neilson Road,Suite 309,Practice Location,Toronto,M1B4Z8,20220428135918,20220426152454
-80.0444850329999,42.9587246310001,4625,172377855,26,Family Health Team - Contract,Site,Haldimand Family Health Teams Inc., , , ,75 Parkview Road,Suite 7, ,Hagersville,N0A1H0,20220428140040,20220426160931
-77.784080526,44.303176771,4626,172382531,3933578,Pharmacy,LTCF,Burnbrae Gardens, , , ,320 Burnbrae Street, , ,Campbellford,K0L1L0,20220428140105,20220426153435
-81.196537478,42.764230942,4627,172379232,3542,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,25 Elm Street, , ,St. Thomas,N5R1H5,20220428140025,20220426161508
-79.522141344,43.83457421,4628,172378801,9651464,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Vaughan Diagnostic and Cardiac Centre, ,2447648 Ontario Inc., ,2640 Rutherford Road,Suite 102,Practice Location,Vaughan,L4K0H3,20220428140005,20220426152539
-80.966767471,46.4666058780001,4629,172388671,2913,Long-Term Care Home,Non-Profit,"St. Joseph's Villa, Sudbury", , , ,1250 South Bay Road, , ,Greater Sudbury,P3E6L9,20220428140057,20220426155128
-75.3523947959999,45.088452412,4630,172377524,10000000045,Hospital - Corporation, ,Winchester District Memorial Hospital, ,Winchester District Memorial Hospital, ,566 Louise Street, , ,Winchester,K0C2K0,20220428140022,20220426152158
-75.609559293,45.2353415270001,4631,172387008,N0433,Retirement Home, ,Orchard Walk Retirement Living, , , ,1491 Manotick Station Road, , ,Ottawa,K4P1P6,20220428140000,20220426154744
-80.310647207,42.8407060980001,4632,172386966,S0243,Retirement Home, ,Maple Lodge Retirement Home, , , ,154 Maple Street, , ,Simcoe,N3Y2G6,20220428140037,20220426154739
-77.6773294069999,44.480714807,4633,172386646,N0025,Retirement Home, ,Caressant Care - Marmora, , , ,58 Bursthall Street, , ,Marmora,K0K2M0,20220428140000,20220426154656
-79.231810265,43.98496965,4634,172382446,3735756,Pharmacy,RP,Wishing Well Pharmacy, , , ,12637 Tenth Line,Unit 102, ,Whitchurch-Stouffville,L4A7X3,20220428140030,20220426153423
-79.8369397989999,43.319309305,4635,172385994,8537997,Pharmacy,RP,Shoppers Drug Mart #1042, , , ,503 Plains Road East, , ,Burlington,L7T2E2,20220428140035,20220426154518
-79.8709115039999,43.2583546930001,4636,172383912,6063430,Pharmacy,RP,Rexall, , , ,2 King Street West,Unit 18, ,Hamilton,L8P1A1,20220428135940,20220426153904
-79.268107191,42.998806974,4637,172378305,9011776,Independent Health Facility,"Radgrhy, Gen Ultrasound",Greater Niagara Medical Imaging, ,Greater Niagara Medical Imaging Inc., ,555 Prince Charles Drive North,Suite 114,Practice Location,Welland,L3C6B5,20220428140058,20220426152417
-79.4927538589999,44.1028328580001,4638,172384742,7107472,Pharmacy,RP,Hollands Family Pharmacy, , , ,19466 Yonge Street,Unit 5, ,East Gwillimbury,L9N1M6,20220428140015,20220426154126
-75.641579921,45.4408160610001,4639,172386702,N0064,Retirement Home, ,Chartwell Héritage residence pour retraités, , , ,624 Wilson Street, , ,Ottawa,K1K4S5,20220428135914,20220426154704
-79.138316517,43.7794917190001,4640,172384834,7214436,Pharmacy,RP,Port Union Pharmacy, , , ,5550 Lawrence Avenue East, , ,Toronto,M1L3B2,20220428135957,20220426154146
-79.6390259789999,43.8065399000001,4641,172380651,1973,Mental Health and Addiction Organization,Addiction Services,Vitanova Foundation, , , ,6299 Rutherford Road, ,Administration and Practice Location,Vaughan,L4H4X6,20220428140027,20220426153006
-80.23531171,43.1455344560001,4642,172384127,6324113,Pharmacy,RP,Rexall #8214, , , ,99 Wayne Gretzky Parkway,Unit 117, ,Brantford,N3S6T6,20220428140032,20220426153942
-81.634682533,42.9609099560001,4643,172377486,10000000122,Hospital - Corporation, ,Strathroy Middlesex General Hospital, ,Strathroy Middlesex General Hospital, ,395 Carrie Street, , ,Strathroy,N7G3E2,20220428135902,20220426152153
-79.832738089,43.2160238870001,4644,172383425,5367015,Pharmacy,RP,Shoppers Drug Mart #1049, , , ,902 Mohawk Road East, , ,Hamilton,L8T2R8,20220428140013,20220426153718
-89.580616861,48.3773654330001,4645,172387500,9000000104,Senior Active Living Centre, ,Rural 60 Plus,Rural 60 Plus, , ,5 Pineview Road,"5, chemin Pineview", ,Kakabeka Falls,P7K0G8,20220428140055,20220428130808
-78.318164501,44.3276075520001,4646,172388372,M520,Long-Term Care Home,Non-Profit,Fairhaven, , , ,881 Dutton Road, , ,Peterborough,K9H7S4,20220428135946,20220426155049
-74.6300348949999,45.5610202230001,4647,172387843,4229,Community Support Service,Site,Glengarry Inter-Agency Group Inc., ,NORTH GLENGARRY Inter-Agency Group, ,3525 Ontario 34,Sout, ,Vankleek Hill,K0C1A0,20220428140020,20220428113224
-79.488042921,43.696119288,4648,172385281,7725875,Pharmacy,RP,Main Drug Mart, , , ,510 Trethewey Drive, , ,Toronto,M6M4C2,20220428135926,20220426154313
-80.311822358,43.411572199,4649,172386189,8743639,Pharmacy,RP,Cook's Pharmacy, , , ,182 Pinebush Road,Unit 102, ,Cambridge,N1R8J8,20220428135943,20220426154554
-80.976493765,43.3834647620001,4650,172388419,3023,Long-Term Care Home,Non-Profit,Greenwood Court, , , ,90 Greenwood Drive, , ,Stratford,N5A7W5,20220428135931,20220426155055
-79.1306866419999,44.0898016730001,4651,172381476,1429154,Pharmacy,RP,Drugstore Pharmacy #552, , , ,323 Toronto Street South, , ,Uxbridge,L9P1N2,20220428140046,20220426153213
-79.3539480869999,43.794295311,4652,172383844,5969552,Pharmacy,RP,Rexall #224, , , ,3555 Don Mills Road, , ,Toronto,M2H3N3,20220428135910,20220426153852
-76.028350103,44.897514551,4653,172380854,436897,Nurse Practitioner Led Clinic,Site,Smiths Falls, , , ,52 Abbott Street North,Unit 5, ,Smiths Falls,K7A1W3,20220428140045,20220426153055
-79.2645504559999,43.769198611,4654,172387377,9000000223,Senior Active Living Centre, ,"City of Toronto, Parks Forestry & Recreation East District - Birkdale Community Centre","City of Toronto, Parks Forestry & Recreation East District - Birkdale Community Centre", , ,1299 Ellesmere Road,"1299, chemin Ellesmere", ,Toronto,M1P2Y2,20220428140112,20220428132117
-79.4364267,43.64090428,4655,172381539,1595811,Pharmacy,RP,Vina Pharmacy, , , ,1460 Queen Street West, , ,Toronto,M6K1M2,20220428135952,20220426153222
-80.048009335,42.9673803330001,4656,172386569,S0168,Retirement Home, ,Anson Place Care Centre, , , ,85 Main Street, , ,Hagersville,N0A1H0,20220428135928,20220426154646
-79.3787897829999,43.659983686,4657,172377593,9000000048,AIDS Bureau,"AT Site, HIV POC Testing",Hassle Free Clinic, , , ,66 Gerrard Street East,Suite 200,Practice Location,Toronto,M5B1G3,20220428135917,20220426161825
-82.1869178539999,42.40191213,4658,172380221,13685,Mental Health and Addiction Organization,Mental Health Services,"Mental Health Network of Chatham-Kent, The", , , ,71 Raleigh Street, ,Administration and Practice Location,Chatham,N7M2M9,20220428140044,20220426152847
-78.1847424269999,43.9655418950001,4659,172385609,8110796,Pharmacy,RP,Cobourg Care Pharmacy, , , ,609 William Street,Unit 5A, ,Cobourg,K9A3A6,20220428140110,20220426154414
-79.4336708069999,43.7305439960001,4660,172388703,2824,Long-Term Care Home,Non-Profit,The Jewish Home for the Aged, , , ,3560 Bathurst Street, , ,Toronto,M6A2E1,20220428140003,20220426155132
-79.378964282,43.652073785,4661,172381096,657033,Pharmacy,RP,Yonge Pharmacy, , , ,159 Yonge Street, , ,Toronto,M5C1X7,20220428135936,20220426153122
-80.526709032,43.4868996020001,4662,172379759,23124,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Waterloo Wellington, , , ,1 Blue Springs Drive,Suite 100,Practice Location,Waterloo,N2J4M1,20220428135950,20220426152744
-81.1927057409999,43.476946968,4663,172382189,3218191,Pharmacy,RP,Mitchell Medical Pharmacy, , , ,7 Frances Street,Postal Office Box 1073, ,Mitchell,N0K1N0,20220428135953,20220426153349
-79.228990493,43.171880607,4664,172378390,8195934,Independent Health Facility,"Nuc Med - In Vivo SPECT, Nuc Med - In Vivo Gen",KMH Cardiology Centres Inc., ,KMH Cardiology Centres Inc., ,180 Vine Street South,Suite 106,Practice Location,St. Catharines,L2R7P3,20220428140041,20220426152427
-79.827179331,43.7128065750001,4665,172383087,4872917,Pharmacy,RP,Storybrook Pharmacy, , , ,611 Wanless Drive,Unit 1, ,Brampton,L7A3Y6,20220428140106,20220426153605
-79.0905864429999,43.0954172,4666,172379345,3854,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,5400 Portage Road, , ,Niagara Falls,L2G5X7,20220428140006,20220428101825
-79.392198788,43.6702450880001,4667,172379380,3033,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Med-Chem Health Care Limited, ,Med-Chem Health Care - Cumberland Site, ,128 Cumberland Street, , ,Toronto,M5S2W7,20220428135934,20220428100049
-75.895595595,45.3214364290001,4668,172387543,9000000057,Senior Active Living Centre, ,The City of Ottawa - Kanata Seniors Ctr,The City of Ottawa - Kanata Seniors Ctr, , ,2500 Campeau Drive,"2500, chemin Campeau", ,Ottawa,K2K2W3,20220428135915,20220428130504
-78.851446739,43.93992346,4669,172385558,8059272,Pharmacy,RP,Shoppers Drug Mart #1249, , , ,784 Taunton Road East, , ,Oshawa,L1K1B7,20220428135958,20220426154402
-81.2230617069999,42.995662682,4670,172381445,1380231,Pharmacy,HSC,Xavier Residence, , , ,901 Princess Avenue, , ,London,N5W3M7,20220428140028,20220426153209
-79.4288213039999,43.719076095,4671,172384960,7352991,Pharmacy,RP,Peoples Drug Mart, , , ,491 Lawrence Avenue West, , ,Toronto,M5M1C7,20220428140034,20220426154211
-79.357864078,43.6796081910001,4672,172378192,793127,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Don Valley X-Ray & Ultrasound Services Ltd., ,Don Valley X-Ray & Ultrasound Services Ltd., ,855 Broadview Avenue,"Unit 305, Basement and",Practice Location,Toronto,M4K3Z1,20220428135917,20220426152351
-79.603050465,43.776248696,4673,172384164,6387475,Pharmacy,RP,Woodstream Pharmacy, , , ,5451 Highway 7,Unit 3, ,Vaughan,L4L0B2,20220428140014,20220426153946
-78.748025441,44.342801035,4674,172388394,2703,Long-Term Care Home,For-Profit,Frost Manor, , , ,225 Mary Street West, , ,Kawartha Lakes,K9V5K3,20220428140056,20220426155052
-80.9454659689999,46.508155086,4675,172383923,6074311,Pharmacy,RP,Rexall, , , ,555 Barry Downe Road, , ,Greater Sudbury,P3A3T4,20220428135955,20220426153906
-82.590295048,42.056599249,4676,172388685,M579,Long-Term Care Home,Non-Profit,Sun Parlor Home for Senior Citizens, , , ,175 Talbot Street East, , ,Leamington,N8H1L9,20220428140021,20220426155129
-79.021286687,43.8614781380001,4677,172382784,4370317,Pharmacy,RP,Kingston Pharmacy, , , ,65 Kingston Road,Unit 1, ,Ajax,L1S7J4,20220428135923,20220426153509
-79.661223369,43.611987265,4678,172383128,4939473,Pharmacy,RP,Glenn Huron Pharmacy, , , ,1 Glenn Hawthorne Boulevard,Unit 5, ,Mississauga,L5R0C2,20220428140031,20220426153616
-79.787601119,43.7246667790001,4679,172378320,1391236,Independent Health Facility,"Radgrhy, Gen Ultrasound",Heart Lake X-Ray & Ultrasound, ,J.B.V. Management Services Ltd., ,10425 Kennedy Road North,Suite 104,Practice Location,Brampton,L6Z0A4,20220428135903,20220426152421
-78.913753054,43.8839160470001,4680,172382494,3842756,Pharmacy,RP,Metro Pharmacy #506, , , ,70 Thickson Road South, , ,Whitby,L1N7T2,20220428140011,20220426153430
-79.805816282,43.238946592,4681,172386537,S0068,Retirement Home, ,Abington Court, , , ,1500 Main Street, , ,Hamilton,L8K1E1,20220428140053,20220426154642
-92.835223201,49.781187673,4682,172379946,5848,Mental Health and Addiction Organization,Mental Health Services,Firefly, , , ,75 Van Horne Avenue,Unit C,Practice Location,Dryden,P8N2B2,20220428135950,20220426152810
-79.437894688,44.608139948,4683,172382381,3603559,Pharmacy,RP,Drugstore Pharmacy #580, , , ,289 Coldwater Road, , ,Orillia,L3V6J3,20220428135953,20220426153415
-79.523266538,43.7557163970001,4684,172378537,6882555,Independent Health Facility,Opth Utrasnd,North Toronto Eye Care, ,Dr. Jon W. Waisberg, ,2065 Finch Avenue West,Suite 400,Practice Location,Toronto,M3N2V7,20220428140041,20220426152509
-79.8031892769999,43.187652783,4685,172383230,5084516,Pharmacy,LTCF,Ridgeview Long Term Care Centr, , , ,385 Highland Road West, , ,Hamilton,L8J3E7,20220428140106,20220426153645
-79.8841077069999,43.240444989,4686,172379472,4087,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),St Joseph's Healthcare, ,St. Joseph's Healthcare - West 5th Campus, ,100 West 5th Street, , ,Hamilton,L8P3R2,20220428140006,20220428094654
-82.997269795,42.2999604720001,4687,172379518,4049,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Windsor Regional Hospital, ,Windsor Regional Hospital - Metropolitan Campus, ,1995 Lens Avenue, , ,Windsor,N8W1L9,20220428135934,20220428114259
-75.5885047049999,45.4529501650001,4688,172379289,3752,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,5303 Canotek Road,Unit 18, ,Ottawa,K1J9M2,20220428140100,20220426161429
-75.786520361,45.3477338390001,4689,172385670,8179918,Pharmacy,RP,Iris Compounding Pharmacy, , , ,2730 Iris Street,Unit 5, ,Ottawa,K2C1E6,20220428140016,20220426154422
-80.445138002,43.4405282980001,4690,172385768,8299655,Pharmacy,LTCF,Sunnyside Home, , , ,247 Franklin Street North, , ,Kitchener,N2A1Y5,20220428135958,20220426154443
-79.2909253729999,43.8651241260001,4691,172381628,1822059,Pharmacy,RP,Markham Mews Pharmacy, , , ,4997 Highway 7 East, , ,Markham,L3R1N1,20220428140029,20220426153234
-77.8930408529999,44.198676848,4692,172385181,7600777,Pharmacy,LTCF,Warkworth Place, , , ,97 Mill Street,(At Banta), ,Warkworth,K0K3K0,20220428140034,20220426154249
-79.445726516,43.7949846070001,4693,172385554,8056710,Pharmacy,RP,3m Drug Mart, , , ,7117 Bathurst Street,Unit 105, ,Vaughan,L4J2J6,20220428135913,20220426154401
-79.4636206599999,44.2164153790001,4694,172384290,6562515,Pharmacy,RP,Shoppers Drug Mart #648, , , ,411 The Queensway South, , ,Georgina,L4P2C7,20220428140014,20220426154011
-82.92537587,46.1858736280001,4695,172377423,10000000170,Hospital - Corporation, ,North Shore Health Network - Blind River, ,North Shore Health Network, ,525 Causley Street, , ,Blind River,P0R1B0,20220428140057,20220426152144
-75.6834660169999,45.223150022,4696,172384064,6248394,Pharmacy,RP,Rexall #6971, , , ,1160 Beaverwood Road, , ,Ottawa,K4M1A3,20220428135956,20220426153920
-85.633332863,48.683333041,4697,172379915,2375,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Dilico Anishinabek Family Care, , , ,11 Tenth Street, ,Practice Location,Mobert,P0M2J0,20220428140026,20220426152805
-79.46427986,44.214607379,4698,172382954,4627158,Pharmacy,RP,Glenwoods Ida Pharmacy, , , ,443 The Queensway South,Unit 5, ,Georgina,L4P3J4,20220428135923,20220426153531
-82.94326568,42.314546077,4699,172383393,5325098,Pharmacy,RP,Wal-Mart Pharmacy, , , ,7100 Tecumseh Road East, , ,Windsor,N8T1E6,20220428140031,20220426153716
-79.336258075,43.7239064,4700,172378138,5381746,Independent Health Facility,Opth Utrasnd,Charlotte I. Wedge Medicine Professional Corporation, ,Charlotte I. Wedge Medicine Professional Corporation, ,20 Wynford Drive,Suite 308,Practice Location,Toronto,M3C1J4,20220428135903,20220426152343
-79.321828182,43.858485124,4701,172382720,4279756,Pharmacy,RP,Focus Drug Mart, , , ,Highway 7 East,A7a-3000, ,Markham,L3R6E1,20220428140011,20220426153500
-79.0804290029999,43.8380570310001,4702,172386731,T0110,Retirement Home, ,Chartwell Pickering City Centre Retirement Residence, , , ,1801 Valley Farm Road, , ,Pickering,L1V0A5,20220428140054,20220426154707
-79.665585941,44.3948217010001,4703,172387487,9000000264,Senior Active Living Centre, ,Parkview 55+ Centre,Parkview 55+ Centre, , ,189 Blake Street,"189, rue Blake", ,Barrie,L4M1K5,20220428135945,20220428132036
-80.488050014,43.4220859930001,4704,172385343,7802318,Pharmacy,RP,Strasburg Crossing Pharmasave, , , ,795 Ottawa Street South, , ,Kitchener,N2E0A5,20220428140051,20220426154322
-79.378321182,43.6537677850001,4705,172379479,4083,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),St Michael's Hospital, ,St. Michael's Hospital, ,30 Bond Street, , ,Toronto,M5B1W8,20220428140025,20220428094529
